"ConditionName","ConditionSNOMED","PathogenName","PathogenTaxonID","Fatalities","CountryName","CountryISO","Admin1Name","Admin1ISO","Admin2Name","CityName","PeriodStartDate","PeriodEndDate","PartOfCumulativeCountSeries","AgeRange","Subpopulation","PlaceOfAcquisition","DiagnosisCertainty","SourceName","CountValue"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2012-12-30","2013-12-14","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2012-12-30","2013-12-21","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2012-12-30","2013-12-28","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2014-01-01","2014-09-06","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2014-01-01","2014-09-13","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2014-01-01","2014-09-20","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2014-01-01","2014-09-27","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2014-01-01","2014-10-04","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2014-01-01","2014-10-11","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2014-01-01","2014-10-18","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2014-01-01","2014-10-25","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2014-01-01","2014-11-01","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2014-01-01","2014-11-08","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2014-01-01","2014-11-15","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2014-01-01","2014-11-22","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2014-01-01","2014-11-29","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2014-01-01","2014-12-06","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2014-01-01","2014-12-13","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2014-01-01","2014-12-20","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2014-01-01","2014-12-27","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2014-01-01","2015-01-03","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2016-01-01","2016-10-08","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2016-01-01","2016-10-15","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2016-01-01","2016-10-22","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2016-01-01","2016-10-29","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2016-01-01","2016-11-05","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2016-01-01","2016-11-12","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2016-01-01","2016-11-19","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2016-01-01","2016-11-26","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2016-01-01","2016-12-03","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","5"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2016-01-01","2016-12-10","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","5"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2016-01-01","2016-12-17","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","5"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2016-01-01","2016-12-24","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","5"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2016-01-01","2016-12-31","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","5"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2017-01-01","2017-08-12","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2017-01-01","2017-08-19","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2017-01-01","2017-08-26","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2017-01-01","2017-09-02","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2017-01-01","2017-09-09","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2017-01-01","2017-09-16","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2017-01-01","2017-09-23","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","5"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2017-01-01","2017-09-30","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","8"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2017-01-01","2017-10-07","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","8"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2017-01-01","2017-10-14","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","11"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2017-01-01","2017-10-21","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","13"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2017-01-01","2017-10-28","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","13"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2017-01-01","2017-11-04","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","14"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2017-01-01","2017-11-11","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","14"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2017-01-01","2017-11-18","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","14"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2017-01-01","2017-11-25","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","14"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2017-01-01","2017-12-02","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","14"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2017-01-01","2017-12-09","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","14"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2017-01-01","2017-12-16","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","14"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2017-01-01","2017-12-23","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","14"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","NA","NA","2017-01-01","2017-12-30","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","14"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2005-01-02","2005-09-24","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2005-01-02","2005-10-01","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2005-01-02","2005-10-08","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2005-01-02","2005-10-15","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2005-01-02","2005-10-22","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2005-01-02","2005-10-29","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2005-01-02","2005-11-12","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2005-01-02","2005-11-19","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2005-01-02","2005-11-26","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2005-01-02","2005-12-03","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2005-01-02","2005-12-10","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2005-01-02","2005-12-17","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2005-01-02","2005-12-24","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2005-01-02","2005-12-31","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2006-01-01","2006-09-30","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2006-01-01","2006-10-07","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2006-01-01","2006-10-14","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2006-01-01","2006-10-21","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2006-01-01","2006-10-28","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2006-01-01","2006-11-04","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2006-01-01","2006-11-11","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2006-01-01","2006-11-18","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2006-01-01","2006-11-25","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2006-01-01","2006-12-02","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2006-01-01","2006-12-16","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2006-01-01","2006-12-23","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2006-01-01","2006-12-30","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2006-12-31","2007-09-15","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2006-12-31","2007-09-22","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2006-12-31","2007-09-29","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2006-12-31","2007-10-06","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2006-12-31","2007-10-13","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2006-12-31","2007-10-20","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2006-12-31","2007-10-27","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2006-12-31","2007-11-03","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2006-12-31","2007-11-10","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2006-12-31","2007-11-17","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2006-12-31","2007-11-24","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2006-12-31","2007-12-01","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2006-12-31","2007-12-08","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2006-12-31","2007-12-15","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2006-12-31","2007-12-22","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2006-12-31","2007-12-29","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2010-01-03","2010-08-28","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2010-01-03","2010-09-04","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2010-01-03","2010-09-11","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2010-01-03","2010-09-18","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2010-01-03","2010-09-25","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2010-01-03","2010-10-02","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2010-01-03","2010-10-09","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2010-01-03","2010-10-16","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","5"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","MASSACHUSETTS","US-MA","NA","NA","2010-01-03","2010-10-23","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","6"
